first_name,last_name,email,availability
Sarah,Powell,SarahPowell@email.com,"['6:00-7:00pm T', '8:00-9:00pm M', '3:00-4:00pm Sun', '6:00-7:00pm M']"
Patricia,Smith,PatriciaSmith@email.com,"['5:00-6:00pm Th', '7:00-8:00pm Sun', '8:00-9:00pm M']"
Doris,Hawkins,DorisHawkins@email.com,"['7:00-8:00pm Sun', '5:00-6:00pm M', '7:00-8:00pm T', '6:00-7:00pm F', '6:00-7:00pm Th', '6:00-7:00pm T']"
Gina,Cothren,GinaCothren@email.com,"['7:00-8:00pm F', '5:00-6:00pm M', '7:00-8:00pm W', '5:00-6:00pm T']"
Katherine,Sanabria,KatherineSanabria@email.com,"['5:00-6:00pm F', '8:00-9:00pm W', '4:00-5:00pm Sun', '8:00-9:00pm T', '7:00-8:00pm W']"
Anastacia,Guimond,AnastaciaGuimond@email.com,"['8:00-9:00pm Sun', '8:00-9:00pm M', '8:00-9:00pm Th', '8:00-9:00pm F']"
Titus,Brown,TitusBrown@email.com,"['8:00-9:00pm Th', '5:00-6:00pm Th', '7:00-8:00pm Sun', '7:00-8:00pm W']"
Patricia,Bohn,PatriciaBohn@email.com,"['5:00-6:00pm F', '3:00-4:00pm Sun', '7:00-8:00pm Sun']"
Gary,Ross,GaryRoss@email.com,"['4:00-5:00pm Sun', '7:00-8:00pm M', '7:00-8:00pm F']"
George,Preister,GeorgePreister@email.com,"['6:00-7:00pm F', '8:00-9:00pm T', '8:00-9:00pm Sun', '6:00-7:00pm M', '7:00-8:00pm W']"
John,Martin,JohnMartin@email.com,"['8:00-9:00pm W', '5:00-6:00pm Sun', '7:00-8:00pm W', '4:00-5:00pm Sun', '7:00-8:00pm F']"
Oscar,Holmes,OscarHolmes@email.com,"['8:00-9:00pm Sun', '5:00-6:00pm Sun', '7:00-8:00pm W', '6:00-7:00pm T']"
Roger,Edelen,RogerEdelen@email.com,"['6:00-7:00pm F', '6:00-7:00pm W', '8:00-9:00pm T', '6:00-7:00pm Sun', '5:00-6:00pm W', '6:00-7:00pm T']"
Claudine,Pereira,ClaudinePereira@email.com,"['5:00-6:00pm W', '5:00-6:00pm T', '8:00-9:00pm Sun']"
Nicole,Lotti,NicoleLotti@email.com,"['8:00-9:00pm W', '7:00-8:00pm W', '7:00-8:00pm Sun']"
Elois,Jeanbaptiste,EloisJeanbaptiste@email.com,"['6:00-7:00pm W', '5:00-6:00pm F', '6:00-7:00pm M', '7:00-8:00pm F']"
Christopher,Stafford,ChristopherStafford@email.com,"['7:00-8:00pm T', '5:00-6:00pm T', '6:00-7:00pm M', '6:00-7:00pm F', '8:00-9:00pm M', '7:00-8:00pm M']"
Ignacio,Alexander,IgnacioAlexander@email.com,"['3:00-4:00pm Sun', '6:00-7:00pm T', '5:00-6:00pm T']"
Rebeca,Hopkins,RebecaHopkins@email.com,"['8:00-9:00pm T', '8:00-9:00pm M', '7:00-8:00pm W', '7:00-8:00pm Th', '6:00-7:00pm W', '6:00-7:00pm Sun']"
Douglas,Querry,DouglasQuerry@email.com,"['5:00-6:00pm F', '5:00-6:00pm Th', '5:00-6:00pm Sun']"
Diana,Shane,DianaShane@email.com,"['6:00-7:00pm Sun', '5:00-6:00pm Th', '3:00-4:00pm Sun', '6:00-7:00pm T', '7:00-8:00pm M', '5:00-6:00pm Sun']"
Amber,Dickson,AmberDickson@email.com,"['6:00-7:00pm F', '7:00-8:00pm Sun', '7:00-8:00pm F', '6:00-7:00pm W', '5:00-6:00pm M']"
Cheryl,Whorley,CherylWhorley@email.com,"['5:00-6:00pm Th', '6:00-7:00pm F', '7:00-8:00pm Th', '6:00-7:00pm M', '7:00-8:00pm T']"
Polly,Clements,PollyClements@email.com,"['8:00-9:00pm Sun', '7:00-8:00pm M', '8:00-9:00pm W', '7:00-8:00pm Th', '8:00-9:00pm T', '5:00-6:00pm M']"
Ethel,Nest,EthelNest@email.com,"['8:00-9:00pm M', '6:00-7:00pm Sun', '5:00-6:00pm T', '5:00-6:00pm Th', '8:00-9:00pm W', '5:00-6:00pm W']"
James,Shofner,JamesShofner@email.com,"['7:00-8:00pm W', '3:00-4:00pm Sun', '8:00-9:00pm M', '6:00-7:00pm M', '6:00-7:00pm Th', '8:00-9:00pm F']"
John,Latour,JohnLatour@email.com,"['8:00-9:00pm T', '5:00-6:00pm Th', '6:00-7:00pm W', '3:00-4:00pm Sun', '4:00-5:00pm Sun']"
Edward,Maurer,EdwardMaurer@email.com,"['7:00-8:00pm Th', '5:00-6:00pm Th', '4:00-5:00pm Sun', '5:00-6:00pm M', '8:00-9:00pm F', '8:00-9:00pm W']"
Jermaine,Short,JermaineShort@email.com,"['8:00-9:00pm T', '8:00-9:00pm M', '7:00-8:00pm Th']"
Oscar,Huber,OscarHuber@email.com,"['6:00-7:00pm M', '3:00-4:00pm Sun', '5:00-6:00pm W']"
John,Sims,JohnSims@email.com,"['5:00-6:00pm T', '7:00-8:00pm F', '8:00-9:00pm T', '6:00-7:00pm Sun']"
Betsy,Mieloszyk,BetsyMieloszyk@email.com,"['7:00-8:00pm F', '8:00-9:00pm M', '6:00-7:00pm W']"
Mary,Reyes,MaryReyes@email.com,"['7:00-8:00pm M', '8:00-9:00pm M', '3:00-4:00pm Sun', '8:00-9:00pm T', '5:00-6:00pm Th', '7:00-8:00pm Sun']"
Matthew,Miller,MatthewMiller@email.com,"['6:00-7:00pm F', '5:00-6:00pm F', '8:00-9:00pm T']"
Gary,Jennings,GaryJennings@email.com,"['8:00-9:00pm F', '4:00-5:00pm Sun', '6:00-7:00pm W']"
Maria,Nemeth,MariaNemeth@email.com,"['6:00-7:00pm W', '6:00-7:00pm F', '7:00-8:00pm Sun', '7:00-8:00pm Th']"
Laverne,Dick,LaverneDick@email.com,"['3:00-4:00pm Sun', '5:00-6:00pm Sun', '4:00-5:00pm Sun', '6:00-7:00pm Th']"
Lawanda,Erickson,LawandaErickson@email.com,"['8:00-9:00pm W', '6:00-7:00pm Sun', '8:00-9:00pm Th', '5:00-6:00pm Th']"
Janelle,Lafountain,JanelleLafountain@email.com,"['5:00-6:00pm Th', '5:00-6:00pm M', '7:00-8:00pm M', '6:00-7:00pm Sun', '6:00-7:00pm T', '6:00-7:00pm F']"
Chasity,Coward,ChasityCoward@email.com,"['8:00-9:00pm M', '7:00-8:00pm Sun', '8:00-9:00pm F', '8:00-9:00pm Sun', '5:00-6:00pm Th', '7:00-8:00pm T']"
Darwin,Freeman,DarwinFreeman@email.com,"['8:00-9:00pm Th', '8:00-9:00pm W', '6:00-7:00pm T', '5:00-6:00pm Sun', '7:00-8:00pm T']"
Jose,Obrien,JoseObrien@email.com,"['8:00-9:00pm M', '5:00-6:00pm Sun', '5:00-6:00pm Th', '7:00-8:00pm F', '8:00-9:00pm T']"
Erika,Myers,ErikaMyers@email.com,"['8:00-9:00pm F', '8:00-9:00pm Sun', '4:00-5:00pm Sun']"
Kevin,Pineda,KevinPineda@email.com,"['7:00-8:00pm F', '7:00-8:00pm Th', '6:00-7:00pm M', '6:00-7:00pm F', '8:00-9:00pm T', '8:00-9:00pm F']"
Jonathan,Wrenn,JonathanWrenn@email.com,"['8:00-9:00pm M', '5:00-6:00pm F', '8:00-9:00pm W', '6:00-7:00pm T', '5:00-6:00pm W', '7:00-8:00pm M']"
Michael,Muncy,MichaelMuncy@email.com,"['7:00-8:00pm W', '7:00-8:00pm Th', '4:00-5:00pm Sun', '8:00-9:00pm M', '7:00-8:00pm M']"
Jessica,Bolla,JessicaBolla@email.com,"['8:00-9:00pm M', '8:00-9:00pm F', '8:00-9:00pm Th']"
Mohammed,Farnam,MohammedFarnam@email.com,"['7:00-8:00pm Sun', '5:00-6:00pm T', '5:00-6:00pm F', '6:00-7:00pm W', '7:00-8:00pm W', '5:00-6:00pm W']"
Dorothy,Greco,DorothyGreco@email.com,"['8:00-9:00pm Th', '8:00-9:00pm Sun', '8:00-9:00pm T', '5:00-6:00pm T', '6:00-7:00pm M']"
Norman,Krenz,NormanKrenz@email.com,"['8:00-9:00pm T', '5:00-6:00pm F', '6:00-7:00pm Sun', '5:00-6:00pm Th']"
James,Mcrae,JamesMcrae@email.com,"['8:00-9:00pm W', '7:00-8:00pm T', '6:00-7:00pm T', '7:00-8:00pm Th', '6:00-7:00pm W']"
Cynthia,Riggs,CynthiaRiggs@email.com,"['6:00-7:00pm T', '6:00-7:00pm W', '6:00-7:00pm Sun', '6:00-7:00pm M', '7:00-8:00pm M', '7:00-8:00pm T']"
Patricia,Doubet,PatriciaDoubet@email.com,"['7:00-8:00pm M', '5:00-6:00pm Th', '5:00-6:00pm M', '5:00-6:00pm T']"
Michael,Mysak,MichaelMysak@email.com,"['8:00-9:00pm M', '6:00-7:00pm Sun', '7:00-8:00pm W', '8:00-9:00pm W', '6:00-7:00pm F']"
Maria,Williams,MariaWilliams@email.com,"['7:00-8:00pm Sun', '6:00-7:00pm Th', '4:00-5:00pm Sun', '5:00-6:00pm T', '3:00-4:00pm Sun', '7:00-8:00pm M']"
Robert,Corum,RobertCorum@email.com,"['8:00-9:00pm M', '6:00-7:00pm Sun', '6:00-7:00pm Th', '6:00-7:00pm M']"
David,Hicks,DavidHicks@email.com,"['7:00-8:00pm F', '7:00-8:00pm Sun', '6:00-7:00pm W', '6:00-7:00pm Th', '7:00-8:00pm M']"
Charlene,Chambers,CharleneChambers@email.com,"['6:00-7:00pm M', '8:00-9:00pm Sun', '6:00-7:00pm Th', '6:00-7:00pm F', '4:00-5:00pm Sun']"
Tanesha,Dawson,TaneshaDawson@email.com,"['5:00-6:00pm F', '5:00-6:00pm W', '7:00-8:00pm W', '5:00-6:00pm Th']"
Robert,Campbell,RobertCampbell@email.com,"['7:00-8:00pm F', '5:00-6:00pm T', '7:00-8:00pm Th']"
Sheena,Hernandez,SheenaHernandez@email.com,"['7:00-8:00pm Th', '8:00-9:00pm M', '6:00-7:00pm W', '5:00-6:00pm W', '5:00-6:00pm Th', '7:00-8:00pm M']"
Michael,Cummings,MichaelCummings@email.com,"['8:00-9:00pm Sun', '8:00-9:00pm F', '7:00-8:00pm Th', '7:00-8:00pm F', '5:00-6:00pm Th']"
David,Strickland,DavidStrickland@email.com,"['5:00-6:00pm M', '5:00-6:00pm Sun', '6:00-7:00pm Th', '6:00-7:00pm F']"
Karen,Mclean,KarenMclean@email.com,"['7:00-8:00pm F', '3:00-4:00pm Sun', '6:00-7:00pm W', '5:00-6:00pm Th']"
Brian,Roger,BrianRoger@email.com,"['5:00-6:00pm Sun', '6:00-7:00pm F', '6:00-7:00pm W', '7:00-8:00pm Th', '5:00-6:00pm W', '8:00-9:00pm Sun']"
Robin,Williams,RobinWilliams@email.com,"['8:00-9:00pm Th', '8:00-9:00pm W', '7:00-8:00pm M', '6:00-7:00pm Th']"
Darryl,Anderson,DarrylAnderson@email.com,"['8:00-9:00pm F', '7:00-8:00pm M', '6:00-7:00pm Sun', '6:00-7:00pm T', '8:00-9:00pm Th']"
Perry,Pauley,PerryPauley@email.com,"['7:00-8:00pm T', '7:00-8:00pm Th', '5:00-6:00pm Th', '8:00-9:00pm Th', '5:00-6:00pm Sun', '4:00-5:00pm Sun']"
Elda,Beale,EldaBeale@email.com,"['7:00-8:00pm Th', '8:00-9:00pm T', '5:00-6:00pm W', '3:00-4:00pm Sun', '5:00-6:00pm Th']"
Donald,Mcneely,DonaldMcneely@email.com,"['7:00-8:00pm M', '5:00-6:00pm Th', '5:00-6:00pm M', '7:00-8:00pm Sun', '5:00-6:00pm Sun', '8:00-9:00pm F']"
David,Honea,DavidHonea@email.com,"['5:00-6:00pm Th', '7:00-8:00pm Th', '7:00-8:00pm Sun']"
Thomas,Andrews,ThomasAndrews@email.com,"['8:00-9:00pm W', '7:00-8:00pm F', '8:00-9:00pm T', '5:00-6:00pm W', '5:00-6:00pm F', '5:00-6:00pm Th']"
Clark,Herrara,ClarkHerrara@email.com,"['5:00-6:00pm W', '5:00-6:00pm Th', '6:00-7:00pm T', '3:00-4:00pm Sun']"
John,Rodriguez,JohnRodriguez@email.com,"['7:00-8:00pm M', '5:00-6:00pm Th', '5:00-6:00pm T']"
Joyce,Mckinney,JoyceMckinney@email.com,"['5:00-6:00pm Sun', '5:00-6:00pm T', '5:00-6:00pm M', '6:00-7:00pm M', '6:00-7:00pm F']"
Roger,Sadberry,RogerSadberry@email.com,"['6:00-7:00pm F', '8:00-9:00pm Sun', '5:00-6:00pm M', '6:00-7:00pm Sun', '5:00-6:00pm Th', '6:00-7:00pm Th']"
Linda,Dusenbery,LindaDusenbery@email.com,"['6:00-7:00pm Sun', '7:00-8:00pm W', '8:00-9:00pm M', '6:00-7:00pm T']"
Nicole,Eddy,NicoleEddy@email.com,"['5:00-6:00pm F', '3:00-4:00pm Sun', '5:00-6:00pm M', '6:00-7:00pm T', '4:00-5:00pm Sun', '5:00-6:00pm Th']"
Larry,Cruz,LarryCruz@email.com,"['3:00-4:00pm Sun', '5:00-6:00pm Sun', '7:00-8:00pm M']"
Myrtle,Gutknecht,MyrtleGutknecht@email.com,"['5:00-6:00pm Sun', '7:00-8:00pm Th', '3:00-4:00pm Sun', '5:00-6:00pm T', '6:00-7:00pm M']"
Kelly,Lucas,KellyLucas@email.com,"['6:00-7:00pm T', '5:00-6:00pm F', '5:00-6:00pm Sun', '5:00-6:00pm W', '8:00-9:00pm T']"
Fred,Bohanon,FredBohanon@email.com,"['6:00-7:00pm Sun', '6:00-7:00pm F', '5:00-6:00pm Th', '8:00-9:00pm Sun']"
Karen,Garcia,KarenGarcia@email.com,"['5:00-6:00pm M', '5:00-6:00pm T', '7:00-8:00pm T']"
Catherine,Rodgers,CatherineRodgers@email.com,"['5:00-6:00pm Sun', '6:00-7:00pm Sun', '7:00-8:00pm Sun', '7:00-8:00pm Th', '5:00-6:00pm Th']"
Maria,Alzugaray,MariaAlzugaray@email.com,"['7:00-8:00pm Th', '3:00-4:00pm Sun', '8:00-9:00pm T', '7:00-8:00pm Sun']"
Laura,Connaughton,LauraConnaughton@email.com,"['7:00-8:00pm F', '6:00-7:00pm Sun', '6:00-7:00pm W']"
Cynthia,Carroll,CynthiaCarroll@email.com,"['8:00-9:00pm Sun', '7:00-8:00pm F', '8:00-9:00pm T', '7:00-8:00pm M']"
Anne,Ball,AnneBall@email.com,"['7:00-8:00pm F', '7:00-8:00pm M', '5:00-6:00pm M', '8:00-9:00pm Sun']"
Geneva,Gorby,GenevaGorby@email.com,"['5:00-6:00pm T', '8:00-9:00pm F', '3:00-4:00pm Sun', '6:00-7:00pm T', '5:00-6:00pm Th', '8:00-9:00pm W']"
Emerson,Wilde,EmersonWilde@email.com,"['7:00-8:00pm T', '5:00-6:00pm Th', '6:00-7:00pm Sun', '5:00-6:00pm F', '6:00-7:00pm Th']"
Sam,Spies,SamSpies@email.com,"['5:00-6:00pm Sun', '3:00-4:00pm Sun', '5:00-6:00pm F', '7:00-8:00pm F', '6:00-7:00pm T']"
Pamela,Poe,PamelaPoe@email.com,"['6:00-7:00pm W', '7:00-8:00pm M', '7:00-8:00pm W', '8:00-9:00pm Th']"
John,Bright,JohnBright@email.com,"['7:00-8:00pm T', '5:00-6:00pm F', '8:00-9:00pm W', '8:00-9:00pm M', '7:00-8:00pm M']"
Thomas,Simpson,ThomasSimpson@email.com,"['6:00-7:00pm W', '8:00-9:00pm Th', '6:00-7:00pm F', '7:00-8:00pm Sun']"
Rebecca,Estes,RebeccaEstes@email.com,"['6:00-7:00pm M', '3:00-4:00pm Sun', '6:00-7:00pm Th', '8:00-9:00pm Sun']"
Rena,Wise,RenaWise@email.com,"['7:00-8:00pm F', '4:00-5:00pm Sun', '8:00-9:00pm Sun']"
Joseph,Osborne,JosephOsborne@email.com,"['5:00-6:00pm F', '7:00-8:00pm M', '5:00-6:00pm T', '7:00-8:00pm W', '8:00-9:00pm Sun']"
Adam,Sullivan,AdamSullivan@email.com,"['6:00-7:00pm W', '5:00-6:00pm Sun', '5:00-6:00pm Th', '5:00-6:00pm M']"
Luther,Williams,LutherWilliams@email.com,"['4:00-5:00pm Sun', '7:00-8:00pm W', '7:00-8:00pm Sun']"
Charles,Kupper,CharlesKupper@email.com,"['6:00-7:00pm F', '7:00-8:00pm F', '4:00-5:00pm Sun']"
Jill,Walker,JillWalker@email.com,"['7:00-8:00pm F', '6:00-7:00pm Th', '7:00-8:00pm T', '5:00-6:00pm M', '4:00-5:00pm Sun', '7:00-8:00pm W']"
Sheena,Huffman,SheenaHuffman@email.com,"['8:00-9:00pm Th', '7:00-8:00pm Sun', '8:00-9:00pm Sun', '4:00-5:00pm Sun', '6:00-7:00pm F', '8:00-9:00pm M']"
Andrea,Buckner,AndreaBuckner@email.com,"['7:00-8:00pm T', '8:00-9:00pm Sun', '7:00-8:00pm F', '6:00-7:00pm M', '6:00-7:00pm W']"
Barbara,Herriott,BarbaraHerriott@email.com,"['5:00-6:00pm T', '3:00-4:00pm Sun', '6:00-7:00pm M', '6:00-7:00pm W', '5:00-6:00pm W', '7:00-8:00pm Sun']"
Agnes,Moses,AgnesMoses@email.com,"['8:00-9:00pm M', '5:00-6:00pm M', '8:00-9:00pm F', '7:00-8:00pm Sun', '5:00-6:00pm T']"
Cora,Jones,CoraJones@email.com,"['6:00-7:00pm M', '8:00-9:00pm F', '3:00-4:00pm Sun']"
Janet,Worthey,JanetWorthey@email.com,"['8:00-9:00pm F', '5:00-6:00pm M', '5:00-6:00pm Sun']"
Zelda,Harrison,ZeldaHarrison@email.com,"['6:00-7:00pm Th', '7:00-8:00pm Th', '5:00-6:00pm M']"
Carol,Dunn,CarolDunn@email.com,"['5:00-6:00pm M', '8:00-9:00pm F', '7:00-8:00pm Th', '7:00-8:00pm T', '6:00-7:00pm W', '6:00-7:00pm Th']"
Amy,Thomas,AmyThomas@email.com,"['7:00-8:00pm Sun', '8:00-9:00pm M', '5:00-6:00pm F', '5:00-6:00pm T']"
Brenda,Marlowe,BrendaMarlowe@email.com,"['5:00-6:00pm Sun', '5:00-6:00pm M', '4:00-5:00pm Sun', '8:00-9:00pm T']"
Daniel,Resner,DanielResner@email.com,"['8:00-9:00pm M', '5:00-6:00pm W', '8:00-9:00pm W', '4:00-5:00pm Sun']"
Charles,Hawkins,CharlesHawkins@email.com,"['5:00-6:00pm T', '6:00-7:00pm Th', '3:00-4:00pm Sun', '6:00-7:00pm F', '7:00-8:00pm T', '7:00-8:00pm Th']"
James,Benet,JamesBenet@email.com,"['8:00-9:00pm F', '5:00-6:00pm M', '7:00-8:00pm W', '6:00-7:00pm Th', '4:00-5:00pm Sun']"
Evette,Ross,EvetteRoss@email.com,"['7:00-8:00pm Th', '7:00-8:00pm M', '8:00-9:00pm Th', '7:00-8:00pm F', '7:00-8:00pm Sun']"
Tyler,Mcknight,TylerMcknight@email.com,"['5:00-6:00pm Th', '5:00-6:00pm W', '7:00-8:00pm Th', '3:00-4:00pm Sun', '8:00-9:00pm M', '8:00-9:00pm F']"
Paulette,Zelkind,PauletteZelkind@email.com,"['7:00-8:00pm F', '8:00-9:00pm F', '7:00-8:00pm W', '6:00-7:00pm F']"
Richard,Landi,RichardLandi@email.com,"['5:00-6:00pm M', '5:00-6:00pm Sun', '5:00-6:00pm Th', '5:00-6:00pm W', '6:00-7:00pm M', '7:00-8:00pm W']"
Sherman,Miller,ShermanMiller@email.com,"['4:00-5:00pm Sun', '6:00-7:00pm Sun', '5:00-6:00pm T']"
Marion,Gietz,MarionGietz@email.com,"['5:00-6:00pm Th', '8:00-9:00pm Sun', '8:00-9:00pm Th', '6:00-7:00pm F', '5:00-6:00pm F', '7:00-8:00pm Th']"
Thomas,Hagerty,ThomasHagerty@email.com,"['6:00-7:00pm Sun', '5:00-6:00pm Th', '8:00-9:00pm Th']"
Maria,Miles,MariaMiles@email.com,"['6:00-7:00pm F', '5:00-6:00pm W', '8:00-9:00pm W', '6:00-7:00pm W', '5:00-6:00pm Th', '8:00-9:00pm M']"
Gary,Beck,GaryBeck@email.com,"['7:00-8:00pm Th', '7:00-8:00pm F', '8:00-9:00pm Sun', '7:00-8:00pm M']"
Christine,Hogg,ChristineHogg@email.com,"['6:00-7:00pm Th', '7:00-8:00pm Th', '7:00-8:00pm M']"
Judy,Bates,JudyBates@email.com,"['5:00-6:00pm Sun', '8:00-9:00pm W', '7:00-8:00pm Sun']"
Edward,Britt,EdwardBritt@email.com,"['8:00-9:00pm F', '7:00-8:00pm Sun', '8:00-9:00pm Sun', '5:00-6:00pm Th', '7:00-8:00pm T', '7:00-8:00pm Th']"
Brittany,Clark,BrittanyClark@email.com,"['8:00-9:00pm Th', '5:00-6:00pm F', '5:00-6:00pm T']"
Darla,Morgan,DarlaMorgan@email.com,"['7:00-8:00pm Sun', '3:00-4:00pm Sun', '7:00-8:00pm F']"
Brian,Garcia,BrianGarcia@email.com,"['8:00-9:00pm T', '6:00-7:00pm T', '5:00-6:00pm F', '8:00-9:00pm Sun', '3:00-4:00pm Sun']"
Maria,Cabrera,MariaCabrera@email.com,"['4:00-5:00pm Sun', '5:00-6:00pm Th', '5:00-6:00pm T', '8:00-9:00pm Th', '6:00-7:00pm W']"
Martha,Shofner,MarthaShofner@email.com,"['6:00-7:00pm F', '7:00-8:00pm W', '5:00-6:00pm Sun', '8:00-9:00pm T', '6:00-7:00pm M', '4:00-5:00pm Sun']"
Karen,Harris,KarenHarris@email.com,"['7:00-8:00pm T', '6:00-7:00pm F', '6:00-7:00pm W']"
Marlene,White,MarleneWhite@email.com,"['8:00-9:00pm M', '7:00-8:00pm Th', '5:00-6:00pm Th', '5:00-6:00pm F']"
Jacqueline,Kleven,JacquelineKleven@email.com,"['7:00-8:00pm F', '6:00-7:00pm M', '5:00-6:00pm W']"
Kelly,Bolstad,KellyBolstad@email.com,"['6:00-7:00pm Th', '5:00-6:00pm M', '6:00-7:00pm F', '7:00-8:00pm Sun', '8:00-9:00pm Th', '5:00-6:00pm T']"
Stanley,Darr,StanleyDarr@email.com,"['8:00-9:00pm F', '3:00-4:00pm Sun', '7:00-8:00pm Sun', '7:00-8:00pm M', '6:00-7:00pm W']"
Joyce,Lalinde,JoyceLalinde@email.com,"['7:00-8:00pm W', '8:00-9:00pm T', '5:00-6:00pm W', '3:00-4:00pm Sun']"
Leigh,Dacus,LeighDacus@email.com,"['8:00-9:00pm T', '8:00-9:00pm Sun', '5:00-6:00pm F']"
George,Moore,GeorgeMoore@email.com,"['6:00-7:00pm Th', '6:00-7:00pm Sun', '7:00-8:00pm Th', '7:00-8:00pm T']"
James,Wakefield,JamesWakefield@email.com,"['7:00-8:00pm Sun', '4:00-5:00pm Sun', '7:00-8:00pm Th', '6:00-7:00pm Th', '6:00-7:00pm M', '7:00-8:00pm T']"
Rachel,Foster,RachelFoster@email.com,"['6:00-7:00pm T', '5:00-6:00pm M', '6:00-7:00pm M', '5:00-6:00pm W', '7:00-8:00pm M']"
Charlotte,Caldwell,CharlotteCaldwell@email.com,"['7:00-8:00pm F', '5:00-6:00pm Sun', '5:00-6:00pm W', '5:00-6:00pm T', '6:00-7:00pm Th', '3:00-4:00pm Sun']"
Thomas,Marquardt,ThomasMarquardt@email.com,"['7:00-8:00pm Th', '7:00-8:00pm F', '5:00-6:00pm T', '6:00-7:00pm W', '5:00-6:00pm M']"
Kelly,Beatty,KellyBeatty@email.com,"['8:00-9:00pm Sun', '8:00-9:00pm W', '7:00-8:00pm Sun']"
Juan,Asbell,JuanAsbell@email.com,"['6:00-7:00pm F', '6:00-7:00pm T', '6:00-7:00pm W', '5:00-6:00pm M']"
Mary,Brown,MaryBrown@email.com,"['5:00-6:00pm W', '5:00-6:00pm F', '5:00-6:00pm M', '5:00-6:00pm Th']"
Jane,Morris,JaneMorris@email.com,"['6:00-7:00pm F', '7:00-8:00pm Sun', '7:00-8:00pm T', '5:00-6:00pm M']"
Amy,Pugh,AmyPugh@email.com,"['5:00-6:00pm W', '5:00-6:00pm F', '6:00-7:00pm M', '7:00-8:00pm M']"
Annie,Reamer,AnnieReamer@email.com,"['8:00-9:00pm F', '8:00-9:00pm Sun', '7:00-8:00pm T', '6:00-7:00pm F', '4:00-5:00pm Sun', '6:00-7:00pm Th']"
Kenneth,Gary,KennethGary@email.com,"['5:00-6:00pm M', '6:00-7:00pm W', '5:00-6:00pm T', '5:00-6:00pm F']"
Jessica,Bisson,JessicaBisson@email.com,"['7:00-8:00pm F', '7:00-8:00pm M', '4:00-5:00pm Sun', '8:00-9:00pm M', '6:00-7:00pm W', '8:00-9:00pm Sun']"
Joann,Lau,JoannLau@email.com,"['7:00-8:00pm T', '7:00-8:00pm Th', '5:00-6:00pm W', '6:00-7:00pm Th', '5:00-6:00pm Th']"
James,Ruiz,JamesRuiz@email.com,"['8:00-9:00pm Th', '7:00-8:00pm Th', '6:00-7:00pm Sun']"
Margaret,Goodman,MargaretGoodman@email.com,"['6:00-7:00pm F', '7:00-8:00pm T', '5:00-6:00pm T', '7:00-8:00pm W']"
Jeff,Brown,JeffBrown@email.com,"['6:00-7:00pm Sun', '7:00-8:00pm F', '8:00-9:00pm W']"
Kathleen,Wright,KathleenWright@email.com,"['5:00-6:00pm M', '6:00-7:00pm Sun', '5:00-6:00pm Th', '6:00-7:00pm Th']"
Roger,Weaver,RogerWeaver@email.com,"['8:00-9:00pm Th', '6:00-7:00pm W', '7:00-8:00pm Sun', '5:00-6:00pm Th', '7:00-8:00pm M', '6:00-7:00pm Sun']"
Rose,Byrd,RoseByrd@email.com,"['5:00-6:00pm W', '8:00-9:00pm M', '8:00-9:00pm F', '6:00-7:00pm Sun', '7:00-8:00pm T', '5:00-6:00pm Th']"
